Causas (lista reducida);Sexo;Edad;Total
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 10 a 14 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 15 a 19 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 20 a 24 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 25 a 29 años;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 30 a 34 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 35 a 39 años;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 40 a 44 años;2
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 45 a 49 años;4
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 50 a 54 años;5
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 55 a 59 años;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 60 a 64 años;18
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 65 a 69 años;31
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 70 a 74 años;52
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 75 a 79 años;72
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 80 a 84 años;60
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 85 a 89 años;61
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 90 a 94 años;55
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 95 años y más;10
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Todas las edades;918
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Menores de 1 año;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 1 a 4 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 5 a 9 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 10 a 14 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 15 a 19 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 20 a 24 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 25 a 29 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 30 a 34 años;1
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 35 a 39 años;0
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 40 a 44 años;1
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 45 a 49 años;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 50 a 54 años;5
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 55 a 59 años;10
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 60 a 64 años;20
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 65 a 69 años;39
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 70 a 74 años;80
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 75 a 79 años;152
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 80 a 84 años;153
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 85 a 89 años;231
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 90 a 94 años;177
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;De 95 años y más;44
054 Enfermedades hipertensivas;Ambos sexos;Todas las edades;14.271
054 Enfermedades hipertensivas;Ambos sexos;Menores de 1 año;0
054 Enfermedades hipertensivas;Ambos sexos;De 1 a 4 años;0
054 Enfermedades hipertensivas;Ambos sexos;De 5 a 9 años;0
054 Enfermedades hipertensivas;Ambos sexos;De 10 a 14 años;0
054 Enfermedades hipertensivas;Ambos sexos;De 15 a 19 años;0
054 Enfermedades hipertensivas;Ambos sexos;De 20 a 24 años;1
054 Enfermedades hipertensivas;Ambos sexos;De 25 a 29 años;0
054 Enfermedades hipertensivas;Ambos sexos;De 30 a 34 años;2
054 Enfermedades hipertensivas;Ambos sexos;De 35 a 39 años;8
054 Enfermedades hipertensivas;Ambos sexos;De 40 a 44 años;15
054 Enfermedades hipertensivas;Ambos sexos;De 45 a 49 años;23
054 Enfermedades hipertensivas;Ambos sexos;De 50 a 54 años;63
054 Enfermedades hipertensivas;Ambos sexos;De 55 a 59 años;124
054 Enfermedades hipertensivas;Ambos sexos;De 60 a 64 años;202
054 Enfermedades hipertensivas;Ambos sexos;De 65 a 69 años;271
054 Enfermedades hipertensivas;Ambos sexos;De 70 a 74 años;504
054 Enfermedades hipertensivas;Ambos sexos;De 75 a 79 años;855
054 Enfermedades hipertensivas;Ambos sexos;De 80 a 84 años;1.833
054 Enfermedades hipertensivas;Ambos sexos;De 85 a 89 años;3.483
054 Enfermedades hipertensivas;Ambos sexos;De 90 a 94 años;4.097
054 Enfermedades hipertensivas;Ambos sexos;De 95 años y más;2.790
054 Enfermedades hipertensivas;Hombres;Todas las edades;4.694
054 Enfermedades hipertensivas;Hombres;Menores de 1 año;0
054 Enfermedades hipertensivas;Hombres;De 1 a 4 años;0
054 Enfermedades hipertensivas;Hombres;De 5 a 9 años;0
054 Enfermedades hipertensivas;Hombres;De 10 a 14 años;0
054 Enfermedades hipertensivas;Hombres;De 15 a 19 años;0
054 Enfermedades hipertensivas;Hombres;De 20 a 24 años;1
054 Enfermedades hipertensivas;Hombres;De 25 a 29 años;0
054 Enfermedades hipertensivas;Hombres;De 30 a 34 años;2
054 Enfermedades hipertensivas;Hombres;De 35 a 39 años;5
054 Enfermedades hipertensivas;Hombres;De 40 a 44 años;12
054 Enfermedades hipertensivas;Hombres;De 45 a 49 años;19
054 Enfermedades hipertensivas;Hombres;De 50 a 54 años;48
054 Enfermedades hipertensivas;Hombres;De 55 a 59 años;98
054 Enfermedades hipertensivas;Hombres;De 60 a 64 años;135
054 Enfermedades hipertensivas;Hombres;De 65 a 69 años;186
054 Enfermedades hipertensivas;Hombres;De 70 a 74 años;293
054 Enfermedades hipertensivas;Hombres;De 75 a 79 años;440
054 Enfermedades hipertensivas;Hombres;De 80 a 84 años;767
054 Enfermedades hipertensivas;Hombres;De 85 a 89 años;1.145
054 Enfermedades hipertensivas;Hombres;De 90 a 94 años;1.046
054 Enfermedades hipertensivas;Hombres;De 95 años y más;497
054 Enfermedades hipertensivas;Mujeres;Todas las edades;9.577
054 Enfermedades hipertensivas;Mujeres;Menores de 1 año;0
054 Enfermedades hipertensivas;Mujeres;De 1 a 4 años;0
054 Enfermedades hipertensivas;Mujeres;De 5 a 9 años;0
054 Enfermedades hipertensivas;Mujeres;De 10 a 14 años;0
054 Enfermedades hipertensivas;Mujeres;De 15 a 19 años;0
054 Enfermedades hipertensivas;Mujeres;De 20 a 24 años;0
054 Enfermedades hipertensivas;Mujeres;De 25 a 29 años;0
054 Enfermedades hipertensivas;Mujeres;De 30 a 34 años;0
054 Enfermedades hipertensivas;Mujeres;De 35 a 39 años;3
054 Enfermedades hipertensivas;Mujeres;De 40 a 44 años;3
054 Enfermedades hipertensivas;Mujeres;De 45 a 49 años;4
054 Enfermedades hipertensivas;Mujeres;De 50 a 54 años;15
054 Enfermedades hipertensivas;Mujeres;De 55 a 59 años;26
054 Enfermedades hipertensivas;Mujeres;De 60 a 64 años;67
054 Enfermedades hipertensivas;Mujeres;De 65 a 69 años;85
054 Enfermedades hipertensivas;Mujeres;De 70 a 74 años;211
054 Enfermedades hipertensivas;Mujeres;De 75 a 79 años;415
054 Enfermedades hipertensivas;Mujeres;De 80 a 84 años;1.066
054 Enfermedades hipertensivas;Mujeres;De 85 a 89 años;2.338
054 Enfermedades hipertensivas;Mujeres;De 90 a 94 años;3.051
054 Enfermedades hipertensivas;Mujeres;De 95 años y más;2.293
055 Infarto agudo de miocardio;Ambos sexos;Todas las edades;13.927
055 Infarto agudo de miocardio;Ambos sexos;Menores de 1 año;0
055 Infarto agudo de miocardio;Ambos sexos;De 1 a 4 años;0
055 Infarto agudo de miocardio;Ambos sexos;De 5 a 9 años;0
055 Infarto agudo de miocardio;Ambos sexos;De 10 a 14 años;0
055 Infarto agudo de miocardio;Ambos sexos;De 15 a 19 años;0
055 Infarto agudo de miocardio;Ambos sexos;De 20 a 24 años;2
055 Infarto agudo de miocardio;Ambos sexos;De 25 a 29 años;11
055 Infarto agudo de miocardio;Ambos sexos;De 30 a 34 años;19
055 Infarto agudo de miocardio;Ambos sexos;De 35 a 39 años;52
055 Infarto agudo de miocardio;Ambos sexos;De 40 a 44 años;124
055 Infarto agudo de miocardio;Ambos sexos;De 45 a 49 años;291
055 Infarto agudo de miocardio;Ambos sexos;De 50 a 54 años;509
055 Infarto agudo de miocardio;Ambos sexos;De 55 a 59 años;743
055 Infarto agudo de miocardio;Ambos sexos;De 60 a 64 años;987
055 Infarto agudo de miocardio;Ambos sexos;De 65 a 69 años;1.089
055 Infarto agudo de miocardio;Ambos sexos;De 70 a 74 años;1.349
055 Infarto agudo de miocardio;Ambos sexos;De 75 a 79 años;1.628
055 Infarto agudo de miocardio;Ambos sexos;De 80 a 84 años;1.961
055 Infarto agudo de miocardio;Ambos sexos;De 85 a 89 años;2.537
055 Infarto agudo de miocardio;Ambos sexos;De 90 a 94 años;1.814
055 Infarto agudo de miocardio;Ambos sexos;De 95 años y más;811
055 Infarto agudo de miocardio;Hombres;Todas las edades;8.552
055 Infarto agudo de miocardio;Hombres;Menores de 1 año;0
055 Infarto agudo de miocardio;Hombres;De 1 a 4 años;0
055 Infarto agudo de miocardio;Hombres;De 5 a 9 años;0
055 Infarto agudo de miocardio;Hombres;De 10 a 14 años;0
055 Infarto agudo de miocardio;Hombres;De 15 a 19 años;0
055 Infarto agudo de miocardio;Hombres;De 20 a 24 años;1
055 Infarto agudo de miocardio;Hombres;De 25 a 29 años;10
055 Infarto agudo de miocardio;Hombres;De 30 a 34 años;16
055 Infarto agudo de miocardio;Hombres;De 35 a 39 años;44
055 Infarto agudo de miocardio;Hombres;De 40 a 44 años;110
055 Infarto agudo de miocardio;Hombres;De 45 a 49 años;251
055 Infarto agudo de miocardio;Hombres;De 50 a 54 años;444
055 Infarto agudo de miocardio;Hombres;De 55 a 59 años;629
055 Infarto agudo de miocardio;Hombres;De 60 a 64 años;812
055 Infarto agudo de miocardio;Hombres;De 65 a 69 años;831
055 Infarto agudo de miocardio;Hombres;De 70 a 74 años;992
055 Infarto agudo de miocardio;Hombres;De 75 a 79 años;1.077
055 Infarto agudo de miocardio;Hombres;De 80 a 84 años;1.121
055 Infarto agudo de miocardio;Hombres;De 85 a 89 años;1.241
055 Infarto agudo de miocardio;Hombres;De 90 a 94 años;726
055 Infarto agudo de miocardio;Hombres;De 95 años y más;247
055 Infarto agudo de miocardio;Mujeres;Todas las edades;5.375
055 Infarto agudo de miocardio;Mujeres;Menores de 1 año;0
055 Infarto agudo de miocardio;Mujeres;De 1 a 4 años;0
055 Infarto agudo de miocardio;Mujeres;De 5 a 9 años;0
055 Infarto agudo de miocardio;Mujeres;De 10 a 14 años;0
055 Infarto agudo de miocardio;Mujeres;De 15 a 19 años;0
055 Infarto agudo de miocardio;Mujeres;De 20 a 24 años;1
055 Infarto agudo de miocardio;Mujeres;De 25 a 29 años;1
055 Infarto agudo de miocardio;Mujeres;De 30 a 34 años;3
055 Infarto agudo de miocardio;Mujeres;De 35 a 39 años;8
055 Infarto agudo de miocardio;Mujeres;De 40 a 44 años;14
055 Infarto agudo de miocardio;Mujeres;De 45 a 49 años;40
055 Infarto agudo de miocardio;Mujeres;De 50 a 54 años;65
055 Infarto agudo de miocardio;Mujeres;De 55 a 59 años;114
055 Infarto agudo de miocardio;Mujeres;De 60 a 64 años;175
055 Infarto agudo de miocardio;Mujeres;De 65 a 69 años;258
055 Infarto agudo de miocardio;Mujeres;De 70 a 74 años;357
055 Infarto agudo de miocardio;Mujeres;De 75 a 79 años;551
055 Infarto agudo de miocardio;Mujeres;De 80 a 84 años;840
055 Infarto agudo de miocardio;Mujeres;De 85 a 89 años;1.296
055 Infarto agudo de miocardio;Mujeres;De 90 a 94 años;1.088
055 Infarto agudo de miocardio;Mujeres;De 95 años y más;564
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Todas las edades;15.727
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Menores de 1 año;0
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 1 a 4 años;0
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 5 a 9 años;0
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 10 a 14 años;0
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 15 a 19 años;0
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 20 a 24 años;2
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 25 a 29 años;3
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 30 a 34 años;16
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 35 a 39 años;32
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 40 a 44 años;79
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 45 a 49 años;171
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 50 a 54 años;353
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 55 a 59 años;497
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 60 a 64 años;692
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 65 a 69 años;898
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 70 a 74 años;1.226
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 75 a 79 años;1.678
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 80 a 84 años;2.348
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 85 a 89 años;3.462
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 90 a 94 años;2.866
056 Otras enfermedades isquémicas del corazón;Ambos sexos;De 95 años y más;1.404
056 Otras enfermedades isquémicas del corazón;Hombres;Todas las edades;9.571
056 Otras enfermedades isquémicas del corazón;Hombres;Menores de 1 año;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 1 a 4 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 5 a 9 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 10 a 14 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 15 a 19 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 20 a 24 años;2
056 Otras enfermedades isquémicas del corazón;Hombres;De 25 a 29 años;2
056 Otras enfermedades isquémicas del corazón;Hombres;De 30 a 34 años;14
056 Otras enfermedades isquémicas del corazón;Hombres;De 35 a 39 años;27
056 Otras enfermedades isquémicas del corazón;Hombres;De 40 a 44 años;69
056 Otras enfermedades isquémicas del corazón;Hombres;De 45 a 49 años;146
056 Otras enfermedades isquémicas del corazón;Hombres;De 50 a 54 años;311
056 Otras enfermedades isquémicas del corazón;Hombres;De 55 a 59 años;421
056 Otras enfermedades isquémicas del corazón;Hombres;De 60 a 64 años;591
056 Otras enfermedades isquémicas del corazón;Hombres;De 65 a 69 años;734
056 Otras enfermedades isquémicas del corazón;Hombres;De 70 a 74 años;972
056 Otras enfermedades isquémicas del corazón;Hombres;De 75 a 79 años;1.216
056 Otras enfermedades isquémicas del corazón;Hombres;De 80 a 84 años;1.497
056 Otras enfermedades isquémicas del corazón;Hombres;De 85 a 89 años;1.860
056 Otras enfermedades isquémicas del corazón;Hombres;De 90 a 94 años;1.269
056 Otras enfermedades isquémicas del corazón;Hombres;De 95 años y más;440
056 Otras enfermedades isquémicas del corazón;Mujeres;Todas las edades;6.156
056 Otras enfermedades isquémicas del corazón;Mujeres;Menores de 1 año;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 1 a 4 años;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 5 a 9 años;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 10 a 14 años;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 15 a 19 años;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 20 a 24 años;0
056 Otras enfermedades isquémicas del corazón;Mujeres;De 25 a 29 años;1
056 Otras enfermedades isquémicas del corazón;Mujeres;De 30 a 34 años;2
056 Otras enfermedades isquémicas del corazón;Mujeres;De 35 a 39 años;5
056 Otras enfermedades isquémicas del corazón;Mujeres;De 40 a 44 años;10
056 Otras enfermedades isquémicas del corazón;Mujeres;De 45 a 49 años;25
056 Otras enfermedades isquémicas del corazón;Mujeres;De 50 a 54 años;42
056 Otras enfermedades isquémicas del corazón;Mujeres;De 55 a 59 años;76
056 Otras enfermedades isquémicas del corazón;Mujeres;De 60 a 64 años;101
056 Otras enfermedades isquémicas del corazón;Mujeres;De 65 a 69 años;164
056 Otras enfermedades isquémicas del corazón;Mujeres;De 70 a 74 años;254
056 Otras enfermedades isquémicas del corazón;Mujeres;De 75 a 79 años;462
056 Otras enfermedades isquémicas del corazón;Mujeres;De 80 a 84 años;851
056 Otras enfermedades isquémicas del corazón;Mujeres;De 85 a 89 años;1.602
056 Otras enfermedades isquémicas del corazón;Mujeres;De 90 a 94 años;1.597
056 Otras enfermedades isquémicas del corazón;Mujeres;De 95 años y más;964
057 Insuficiencia cardíaca;Ambos sexos;Todas las edades;19.358
057 Insuficiencia cardíaca;Ambos sexos;Menores de 1 año;0
057 Insuficiencia cardíaca;Ambos sexos;De 1 a 4 años;1
057 Insuficiencia cardíaca;Ambos sexos;De 5 a 9 años;0
057 Insuficiencia cardíaca;Ambos sexos;De 10 a 14 años;1
057 Insuficiencia cardíaca;Ambos sexos;De 15 a 19 años;3
057 Insuficiencia cardíaca;Ambos sexos;De 20 a 24 años;3
057 Insuficiencia cardíaca;Ambos sexos;De 25 a 29 años;11
057 Insuficiencia cardíaca;Ambos sexos;De 30 a 34 años;17
057 Insuficiencia cardíaca;Ambos sexos;De 35 a 39 años;54
057 Insuficiencia cardíaca;Ambos sexos;De 40 a 44 años;102
057 Insuficiencia cardíaca;Ambos sexos;De 45 a 49 años;152
057 Insuficiencia cardíaca;Ambos sexos;De 50 a 54 años;227
057 Insuficiencia cardíaca;Ambos sexos;De 55 a 59 años;305
057 Insuficiencia cardíaca;Ambos sexos;De 60 a 64 años;388
057 Insuficiencia cardíaca;Ambos sexos;De 65 a 69 años;390
057 Insuficiencia cardíaca;Ambos sexos;De 70 a 74 años;678
057 Insuficiencia cardíaca;Ambos sexos;De 75 a 79 años;1.031
057 Insuficiencia cardíaca;Ambos sexos;De 80 a 84 años;2.519
057 Insuficiencia cardíaca;Ambos sexos;De 85 a 89 años;5.189
057 Insuficiencia cardíaca;Ambos sexos;De 90 a 94 años;5.274
057 Insuficiencia cardíaca;Ambos sexos;De 95 años y más;3.013
057 Insuficiencia cardíaca;Hombres;Todas las edades;7.597
057 Insuficiencia cardíaca;Hombres;Menores de 1 año;0
057 Insuficiencia cardíaca;Hombres;De 1 a 4 años;1
057 Insuficiencia cardíaca;Hombres;De 5 a 9 años;0
057 Insuficiencia cardíaca;Hombres;De 10 a 14 años;0
